quote,author,type
Self-worth comes from one thing - thinking that you are worthy.,Wayne Dyer,wayne-dyer
You'll see it when you believe it.,Wayne Dyer,wayne-dyer
The essential lesson I've learned in life is to just be yourself. Treasure the magnificent being that you are and recognize first and foremost you're not here as a human being only. You're a spiritual being having a human experience.,Wayne Dyer,wayne-dyer
"There is no greater power in Heaven or on Earth than pure, unconditional love. The nature of the God force, the unseen intelligence in all things, which causes the material world and is the center of both the spiritual and physical plane, is best described as pure, unconditional love.",Wayne Dyer,wayne-dyer
Relationships based on obligation lack dignity.,Wayne Dyer,wayne-dyer
Live one day at a time emphasizing ethics rather than rules.,Wayne Dyer,wayne-dyer
Freedom means you are unobstructed in living your life as you choose. Anything less is a form of slavery.,Wayne Dyer,wayne-dyer
Begin to see yourself as a soul with a body rather than a body with a soul.,Wayne Dyer,wayne-dyer
"When you are spiritually connected, you are not looking for occasions to be offended, and you are not judging and labeling others. You are in a state of grace in which you know you are connected to God and thus free from the effects of anyone or anything external to yourself.",Wayne Dyer,wayne-dyer
It is impossible for you to be angry and laugh at the same time. Anger and laughter are mutually exclusive and you have the power to choose either.,Wayne Dyer,wayne-dyer
Judgements prevent us from seeing the good that lies beyond appearances.,Wayne Dyer,wayne-dyer
Everything you are against weakens you. Everything you are for empowers you.,Wayne Dyer,wayne-dyer
Faith is the complete reliance on the power and goodness of Spirit and the firm belief that you are always connected to this goodness. Always affirm your faith and not your doubt.,Wayne Dyer,wayne-dyer
"A mind at peace, a mind centered and not focused on harming others, is stronger than any physical force in the universe.",Wayne Dyer,wayne-dyer
Within all of us is a divine capacity to manifest and attract all that we need and desire.,Wayne Dyer,wayne-dyer
"When you're just like everybody else, you've nothing to offer other than your conformity.",Wayne Dyer,wayne-dyer
Self-actualized people are independent of the good opinion of others.,Wayne Dyer,wayne-dyer
Thoughts are mental energy; they're the currency that you have to attract what you desire. Learn to stop spending that currency on thoughts you don't want.,Wayne Dyer,wayne-dyer
Maxim for life: You get treated in life the way you teach people to treat you.,Wayne Dyer,wayne-dyer
One of the most important decisions you'll ever make is choosing the kind of universe you exist in: is it helpful and supportive or hostile and unsupportive? Your answer to this question will make all the difference in terms of how you live your life and what kind of Divine assistance you attract.,Wayne Dyer,wayne-dyer
Needing to have things perfect is the surest way to immobilize yourself with frustration.,Wayne Dyer,wayne-dyer
There's nothing wrong with anger provided you use it constructively.,Wayne Dyer,wayne-dyer
Fear is present when we forget that we are a part of God's divine design. Learning to experience authentic love means abandoning ego's insistence that you have much to fear and that you are in an unfriendly world. You can make the decision to be free from fear and doubt and return to the brilliant light of love that is always with you.,Wayne Dyer,wayne-dyer
"I spent years studying the teachings of Patanjali, and he reminded us several thousand years ago that when we are steadfast - which means that we never slip in our abstention of thoughts of harm directed toward others - then all living creatures cease to feel enmity in our presence.",Wayne Dyer,wayne-dyer
"Heaven is a state of mind, not a location, since Spirit is everywhere and in everything.",Wayne Dyer,wayne-dyer
No bird soars too high if he soars with his own wings.,William Blake,william-blake
Think in the morning. Act in the noon. Eat in the evening. Sleep in the night.,William Blake,william-blake
He who binds to himself a joy Does the winged life destroy; But he who kisses the joy as it flies Lives in eternity's sun rise.,William Blake,william-blake
"If the Sun and Moon should ever doubt, they'd immediately go out.",William Blake,william-blake
To see a world in a grain of sand and heaven in a wild flower Hold infinity in the palm of your hand and eternity in an hour.,William Blake,william-blake
"I am in you and you in me, mutual in divine love.",William Blake,william-blake
The fool who persists in his folly will become wise.,William Blake,william-blake
"The bird a nest, the spider a web, man friendship.",William Blake,william-blake
A truth that's told with bad intent beats all the lies you can invent.,William Blake,william-blake
"If the doors of perception were cleansed everything would appear to man as it is, infinite.",William Blake,william-blake
Great things are done when men and mountains meet.,William Blake,william-blake
"He who desires, but acts not, breeds pestilence.",William Blake,william-blake
Art can never exist without naked beauty displayed.,William Blake,william-blake
"He who would do good to another must do it in Minute Particulars: general Good is the plea of the scoundrel, hypocrite, and flatterer, for Art and Science cannot exist but in minutely organized Particulars.",William Blake,william-blake
Art is the tree of life. Science is the tree of death.,William Blake,william-blake
"When the green woods laugh with the voice of joy, And the dimpling stream runs laughing by; When the air does laugh with our merry wit, And the green hill laughs with the noise of it.",William Blake,william-blake
If the fool would persist in his folly he would become wise.,William Blake,william-blake
It is easier to forgive an enemy than to forgive a friend.,William Blake,william-blake
"The hours of folly are measured by the clock; but of wisdom, no clock can measure.",William Blake,william-blake
I must create a system or be enslaved by another mans; I will not reason and compare: my business is to create.,William Blake,william-blake
The true method of knowledge is experiment.,William Blake,william-blake
You never know what is enough unless you know what is more than enough.,William Blake,william-blake
"Energy is an eternal delight, and he who desires, but acts not, breeds pestilence.",William Blake,william-blake
"When I tell the truth, it is not for the sake of convincing those who do not know it, but for the sake of defending those that do.",William Blake,william-blake
Imagination is the real and eternal world of which this vegetable universe is but a faint shadow.,William Blake,william-blake
"The tree which moves some to tears of joy is in the eyes of others only a green thing that stands in the way. Some see nature all ridicule and deformity... and some scarce see nature at all. But to the eyes of the man of imagination, nature is imagination itself.",William Blake,william-blake
